"nflId","gameId","ngsPlayId","gsisPlayId","time","isOnField","x","y","s","dis","event","ndx","team","millisecs_since_epoch","displayName","position","positionGroup","jerseyNumber","height","weight","team.fullName","next_x","next_y","circle1_x","circle1_y","circle1_r","circle2_x","circle2_y","circle2_r","weight_kg"
"2495453","3","685","3502","2016-01-03T23:53:36.200",TRUE,63.82,22.83,10,0.05,NA,16,"HOME",1451865216.2,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.83,22.88,63.8281121856925,22.8705609284627,0.0285825637449037,63.8362243713851,22.9111218569254,0.0381100849932049,106.59412
"2495453","3","685","3502","2016-01-03T23:53:36.300",TRUE,63.83,22.88,10,0.05,NA,17,"HOME",1451865216.3,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.82,22.91,63.8218878143075,22.9043365570776,0.0177261535398914,63.8137756286149,22.9286731141553,0.0236348713865219,106.59412
"2495453","3","685","3502","2016-01-03T23:53:36.400",TRUE,63.82,22.91,10,0.03,NA,18,"HOME",1451865216.4,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.8,22.94,63.8037756286149,22.9343365570776,0.0202109246477195,63.7875512572298,22.9586731141553,0.0269478995302927,106.59412
"2495453","3","685","3502","2016-01-03T23:53:36.500",TRUE,63.8,22.94,10,0.04,NA,19,"HOME",1451865216.5,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.77,22.98,63.7756634429224,22.9724487427702,0.0280275096699539,63.7513268858448,23.0048974855403,0.0373700128932718,106.59412
"2495453","3","685","3502","2016-01-03T23:53:36.600",TRUE,63.77,22.98,10,0.06,NA,20,"HOME",1451865216.6,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.73,23.06,63.7375512572298,23.0448974855403,0.0501371334896446,63.7051025144597,23.1097949710807,0.0668495113195262,106.59412
"2495453","3","685","3502","2016-01-03T23:53:36.700",TRUE,63.73,23.06,10,0.08,NA,21,"HOME",1451865216.7,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.69,23.13,63.6975512572298,23.1167852998478,0.0451930014004234,63.6651025144597,23.1735705996956,0.0602573352005645,106.59412
"2495453","3","685","3502","2016-01-03T23:53:36.800",TRUE,63.69,23.13,10,0.08,NA,22,"HOME",1451865216.8,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.64,23.18,63.6494390715373,23.1705609284627,0.0396368842947944,63.6088781430746,23.2111218569254,0.0528491790597258,106.59412
"2495453","3","685","3502","2016-01-03T23:53:36.900",TRUE,63.64,23.18,10,0.07,NA,23,"HOME",1451865216.9,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.59,23.22,63.5994390715373,23.2124487427702,0.0358927252965145,63.5588781430746,23.2448974855403,0.0478569670620194,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.000",TRUE,63.59,23.22,10,0.07,NA,24,"HOME",1451865217,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.55,23.26,63.5575512572298,23.2524487427702,0.0317095074358397,63.5251025144597,23.2848974855403,0.0422793432477863,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.100",TRUE,63.55,23.26,10,0.06,NA,25,"HOME",1451865217.1,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.52,23.29,63.5256634429224,23.2843365570776,0.0237821305768738,63.5013268858448,23.3086731141552,0.0317095074358317,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.200",TRUE,63.52,23.29,10,0.04,NA,26,"HOME",1451865217.2,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.51,23.32,63.5118878143075,23.3143365570776,0.0177261535398927,63.5037756286149,23.3386731141553,0.0236348713865236,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.300",TRUE,63.51,23.32,10,0.03,NA,27,"HOME",1451865217.3,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.51,23.33,63.51,23.3281121856925,0.00560550193399014,63.51,23.3362243713851,0.00747400257865351,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.400",TRUE,63.51,23.33,10,0.02,NA,28,"HOME",1451865217.4,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.52,23.33,63.5181121856925,23.33,0.00560550193399412,63.5262243713851,23.33,0.00747400257865883,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.500",TRUE,63.52,23.33,10,0.01,NA,29,"HOME",1451865217.5,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.55,23.32,63.5443365570776,23.3218878143075,0.0177261535398877,63.5686731141552,23.3137756286149,0.0236348713865169,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.600",TRUE,63.55,23.32,10,0.03,"snap",30,"HOME",1451865217.6,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.59,23.29,63.5824487427702,23.2956634429224,0.0280275096699594,63.6148974855403,23.2713268858447,0.0373700128932793,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.700",TRUE,63.59,23.29,10,0.05,NA,31,"HOME",1451865217.7,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.66,23.24,63.6467852998478,23.2494390715373,0.0482203509212264,63.7035705996956,23.2088781430746,0.0642938012283018,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.800",TRUE,63.66,23.24,10,0.08,NA,32,"HOME",1451865217.8,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.76,23.17,63.7411218569254,23.1832147001522,0.0684238711113666,63.8222437138508,23.1264294003044,0.0912318281484888,106.59412
"2495453","3","685","3502","2016-01-03T23:53:37.900",TRUE,63.76,23.17,10,0.12,NA,33,"HOME",1451865217.9,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",63.9,23.11,63.8735705996956,23.1213268858447,0.0853804617475182,63.9871411993912,23.0726537716895,0.113840615663358,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.000",TRUE,63.9,23.11,10,0.15,NA,34,"HOME",1451865218,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",64.06,23.04,64.0297949710807,23.0532147001522,0.097895882647097,64.1595899421613,22.9964294003044,0.130527843529463,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.100",TRUE,64.06,23.04,10,0.18,NA,35,"HOME",1451865218.1,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",64.24,22.98,64.2060193424658,22.9913268858447,0.106356921239343,64.3520386849315,22.9426537716895,0.141809228319124,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.200",TRUE,64.24,22.98,10,0.19,NA,36,"HOME",1451865218.2,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",64.43,22.97,64.3941315281583,22.9718878143075,0.106651947939914,64.5482630563166,22.9637756286149,0.142202597253218,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.300",TRUE,64.43,22.97,10,0.19,NA,37,"HOME",1451865218.3,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",64.64,22.97,64.6003558995434,22.97,0.117715540613813,64.7707117990868,22.97,0.15695405415175,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.400",TRUE,64.64,22.97,10,0.22,NA,38,"HOME",1451865218.4,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",64.91,22.99,64.8590290136986,22.9862243713851,0.151763206562528,65.0780580273972,23.0024487427702,0.20235094208337,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.500",TRUE,64.91,22.99,10,0.27,NA,39,"HOME",1451865218.5,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",65.2,23.01,65.1452533850837,23.0062243713851,0.162945683841346,65.3805067701674,23.0224487427702,0.217260911788462,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.600",TRUE,65.2,23.01,10,0.29,NA,40,"HOME",1451865218.6,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",65.55,23.03,65.483926499239,23.0262243713851,0.196512621030818,65.7678529984779,23.0424487427702,0.26201682804109,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.700",TRUE,65.55,23.03,10,0.35,NA,41,"HOME",1451865218.7,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",65.95,23.06,65.8744874277017,23.0543365570776,0.224849812004717,66.1989748554033,23.0786731141552,0.299799749339623,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.800",TRUE,65.95,23.06,10,0.4,NA,42,"HOME",1451865218.8,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",66.37,23.1,66.2907117990868,23.0924487427702,0.236496385678353,66.6314235981735,23.1248974855403,0.315328514237804,106.59412
"2495453","3","685","3502","2016-01-03T23:53:38.900",TRUE,66.37,23.1,10,0.42,NA,43,"HOME",1451865218.9,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",66.79,23.14,66.7107117990868,23.1324487427702,0.236496385678353,67.0514235981735,23.1648974855403,0.315328514237804,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.000",TRUE,66.79,23.14,10,0.41,NA,44,"HOME",1451865219,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",67.18,23.18,67.1063752420091,23.1724487427702,0.219761413854782,67.4227504840183,23.2048974855403,0.293015218473043,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.100",TRUE,67.18,23.18,10,0.39,NA,45,"HOME",1451865219.1,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",67.57,23.21,67.4963752420091,23.2043365570776,0.219260410142656,67.8127504840183,23.2286731141553,0.292347213523541,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.200",TRUE,67.57,23.21,10,0.39,NA,46,"HOME",1451865219.2,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",67.98,23.24,67.9025996133942,23.2343365570776,0.230439996018591,68.2351992267884,23.2586731141552,0.307253328024788,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.300",TRUE,67.98,23.24,10,0.41,"passForward",47,"HOME",1451865219.3,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",68.41,23.28,68.3288239847793,23.2724487427702,0.242077220847275,68.6776479695586,23.3048974855403,0.322769627796366,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.400",TRUE,68.41,23.28,10,0.44,NA,48,"HOME",1451865219.4,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",68.83,23.3,68.7507117990868,23.2962243713851,0.235697858742375,69.0914235981735,23.3124487427702,0.3142638116565,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.500",TRUE,68.83,23.3,10,0.42,NA,49,"HOME",1451865219.5,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",69.22,23.3,69.1463752420091,23.3,0.218614575425659,69.4627504840183,23.3,0.291486100567546,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.600",TRUE,69.22,23.3,10,0.38,NA,50,"HOME",1451865219.6,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",69.56,23.3,69.4958143135464,23.3,0.190587065755704,69.7716286270929,23.3,0.254116087674273,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.700",TRUE,69.56,23.3,10,0.34,NA,51,"HOME",1451865219.7,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",69.9,23.29,69.8358143135464,23.2918878143075,0.190669481787991,70.1116286270929,23.2837756286149,0.254225975717322,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.800",TRUE,69.9,23.29,10,0.34,NA,52,"HOME",1451865219.8,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",70.25,23.27,70.183926499239,23.2737756286149,0.196512621030818,70.4678529984779,23.2575512572298,0.26201682804109,106.59412
"2495453","3","685","3502","2016-01-03T23:53:39.900",TRUE,70.25,23.27,10,0.35,NA,53,"HOME",1451865219.9,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",70.62,23.26,70.5501508706241,23.2618878143075,0.207479307755769,70.8503017412481,23.2537756286149,0.276639077007692,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.000",TRUE,70.62,23.26,10,0.36,NA,54,"HOME",1451865220,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",70.99,23.3,70.920150870624,23.2924487427702,0.20861205124774,71.2203017412481,23.3248974855403,0.278149401663653,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.100",TRUE,70.99,23.3,10,0.37,NA,55,"HOME",1451865220.1,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",71.35,23.33,71.2820386849315,23.3243365570776,0.202497545099276,71.574077369863,23.3486731141552,0.269996726799035,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.200",TRUE,71.35,23.33,10,0.37,NA,56,"HOME",1451865220.2,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",71.7,23.31,71.633926499239,23.3137756286149,0.196512621030826,71.9178529984779,23.2975512572298,0.262016828041101,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.300",TRUE,71.7,23.31,10,0.35,NA,57,"HOME",1451865220.3,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.03,23.3,71.9677021278539,23.3018878143075,0.185066476180473,72.2354042557078,23.2937756286149,0.246755301573964,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.400",TRUE,72.03,23.3,10,0.33,NA,58,"HOME",1451865220.4,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.32,23.29,72.2652533850837,23.2918878143075,0.162656173958216,72.5005067701674,23.2837756286149,0.216874898610955,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.500",TRUE,72.32,23.29,10,0.29,NA,59,"HOME",1451865220.5,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.55,23.24,72.5065802709285,23.2494390715373,0.131937845860531,72.6931605418569,23.2088781430746,0.175917127814042,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.600",TRUE,72.55,23.24,10,0.24,NA,60,"HOME",1451865220.6,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.75,23.14,72.7122437138508,23.1588781430746,0.125342833724111,72.8744874277017,23.0777562861492,0.167123778298814,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.700",TRUE,72.75,23.14,10,0.23,NA,61,"HOME",1451865220.7,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.92,22.99,72.8879071567732,23.0183172146119,0.127085518817204,73.0258143135464,22.8966344292237,0.169447358422939,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.800",TRUE,72.92,22.99,10,0.22,NA,62,"HOME",1451865220.8,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.08,22.83,73.0497949710807,22.8602050289193,0.126838029743343,73.1795899421613,22.7304100578387,0.169117372991125,106.59412
"2495453","3","685","3502","2016-01-03T23:53:40.900",TRUE,73.08,22.83,10,0.23,NA,63,"HOME",1451865220.9,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.22,22.69,73.1935705996956,22.7164294003044,0.110983276025426,73.3071411993912,22.6028588006088,0.147977701367234,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.000",TRUE,73.22,22.69,10,0.2,NA,64,"HOME",1451865221,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.31,22.59,73.2930096712329,22.6088781430746,0.0754143156150648,73.3660193424658,22.5277562861492,0.100552420820086,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.100",TRUE,73.31,22.59,10,0.14,NA,65,"HOME",1451865221.1,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.37,22.52,73.3586731141553,22.5332147001522,0.0516801742858745,73.4073462283105,22.4764294003044,0.0689068990478327,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.200",TRUE,73.37,22.52,10,0.09,NA,66,"HOME",1451865221.2,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.41,22.5,73.4024487427702,22.5037756286149,0.0250685667448179,73.4348974855403,22.4875512572298,0.0334247556597571,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.300",TRUE,73.41,22.5,10,0.04,NA,67,"HOME",1451865221.3,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.42,22.5,73.4181121856925,22.5,0.00560550193399412,73.4262243713851,22.5,0.00747400257865883,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.400",TRUE,73.42,22.5,10,0.01,NA,68,"HOME",1451865221.4,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.4,22.5,73.4037756286149,22.5,0.0112110038679803,73.3875512572298,22.5,0.014948005157307,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.500",TRUE,73.4,22.5,10,0.02,NA,69,"HOME",1451865221.5,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.37,22.53,73.3756634429224,22.5243365570776,0.023782130576878,73.3513268858448,22.5486731141553,0.0317095074358374,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.600",TRUE,73.37,22.53,10,0.04,NA,70,"HOME",1451865221.6,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.32,22.55,73.3294390715373,22.5462243713851,0.0301865517412599,73.2888781430746,22.5624487427702,0.0402487356550132,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.700",TRUE,73.32,22.55,10,0.06,NA,71,"HOME",1451865221.7,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.24,22.56,73.2551025144597,22.5581121856925,0.0451930014004224,73.1902050289193,22.5662243713851,0.0602573352005632,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.800",TRUE,73.24,22.56,10,0.08,NA,72,"HOME",1451865221.8,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",73.13,22.59,73.150765957382,22.5843365570776,0.063912555504825,73.0615319147641,22.6086731141553,0.0852167406731,106.59412
"2495453","3","685","3502","2016-01-03T23:53:41.900",TRUE,73.13,22.59,10,0.12,NA,73,"HOME",1451865221.9,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.99,22.64,73.0164294003044,22.6305609284627,0.0833317771139412,72.9028588006088,22.6711218569254,0.111109036151922,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.000",TRUE,72.99,22.64,10,0.15,NA,74,"HOME",1451865222,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.86,22.68,72.884541585997,22.6724487427702,0.0762430692418389,72.7790831719939,22.7048974855403,0.101657425655785,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.100",TRUE,72.86,22.68,10,0.14,NA,75,"HOME",1451865222.1,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.72,22.68,72.7464294003044,22.68,0.0784770270758778,72.6328588006088,22.68,0.10463603610117,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.200",TRUE,72.72,22.68,10,0.13,NA,76,"HOME",1451865222.2,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.57,22.68,72.5983172146119,22.68,0.084082529009872,72.4766344292237,22.68,0.112110038679829,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.300",TRUE,72.57,22.68,10,0.15,NA,77,"HOME",1451865222.3,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.4,22.7,72.4320928432268,22.6962243713851,0.0959507374441109,72.2941856864536,22.7124487427702,0.127934316592148,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.400",TRUE,72.4,22.7,10,0.17,NA,78,"HOME",1451865222.4,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.22,22.74,72.2539806575342,22.7324487427702,0.103360348571751,72.1079613150685,22.7648974855403,0.137813798095668,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.500",TRUE,72.22,22.74,10,0.19,NA,79,"HOME",1451865222.5,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",72.03,22.81,72.0658684718417,22.7967852998478,0.113502763367732,71.9117369436834,22.8535705996956,0.151337017823643,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.600",TRUE,72.03,22.81,10,0.2,NA,80,"HOME",1451865222.6,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",71.84,22.85,71.8758684718417,22.8424487427702,0.108839160132537,71.7217369436834,22.8748974855403,0.145118880176717,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.700",TRUE,71.84,22.85,10,0.19,NA,81,"HOME",1451865222.7,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",71.66,22.86,71.6939806575342,22.8581121856925,0.101054623238594,71.5479613150685,22.8662243713851,0.134739497651458,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.800",TRUE,71.66,22.86,10,0.18,NA,82,"HOME",1451865222.8,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",71.46,22.89,71.4977562861492,22.8843365570776,0.11336426085932,71.3355125722983,22.9086731141553,0.151152347812427,106.59412
"2495453","3","685","3502","2016-01-03T23:53:42.900",TRUE,71.46,22.89,10,0.2,NA,83,"HOME",1451865222.9,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",71.24,22.93,71.2815319147641,22.9224487427702,0.125342833724109,71.1030638295282,22.9548974855403,0.167123778298812,106.59412
"2495453","3","685","3502","2016-01-03T23:53:43.000",TRUE,71.24,22.93,10,0.22,NA,84,"HOME",1451865223,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",71.04,23.01,71.0777562861492,22.9948974855403,0.120746206965011,70.9155125722983,23.0597949710807,0.160994942620014,106.59412
"2495453","3","685","3502","2016-01-03T23:53:43.100",TRUE,71.04,23.01,10,0.21,NA,85,"HOME",1451865223.1,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",70.88,23.11,70.9102050289193,23.0911218569254,0.105764398961965,70.7804100578387,23.1722437138508,0.141019198615953,106.59412
"2495453","3","685","3502","2016-01-03T23:53:43.200",TRUE,70.88,23.11,10,0.2,NA,86,"HOME",1451865223.2,"Zaire Rose","QB","QB","2","6-4","235","Hamburg Sea Devils",70.71,23.21,70.7420928432268,23.1911218569254,0.110557779470919,70.6041856864536,23.2722437138508,0.147410372627892,106.59412
