"nflId","gameId","ngsPlayId","gsisPlayId","time","isOnField","x","y","s","dis","event","ndx","team","millisecs_since_epoch","displayName","position","positionGroup","jerseyNumber","height","weight","team.fullName"
"1037864","3","685","3502","2016-01-03T23:53:36.200",TRUE,58.55,18.2,0.02,0.01,NA,16,"AWAY",1451865216.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:36.300",TRUE,58.57,18.2,0.03,0.02,NA,17,"AWAY",1451865216.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:36.400",TRUE,58.59,18.19,0.08,0.02,NA,18,"AWAY",1451865216.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:36.500",TRUE,58.61,18.18,0.13,0.02,NA,19,"AWAY",1451865216.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:36.600",TRUE,58.64,18.17,0.18,0.02,NA,20,"AWAY",1451865216.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:36.700",TRUE,58.66,18.16,0.39,0.02,NA,21,"AWAY",1451865216.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:36.800",TRUE,58.68,18.16,0.78,0.02,NA,22,"AWAY",1451865216.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:36.900",TRUE,58.7,18.15,1.18,0.02,NA,23,"AWAY",1451865216.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.000",TRUE,58.72,18.14,1.6,0.02,NA,24,"AWAY",1451865217,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.100",TRUE,58.74,18.13,1.9,0.02,NA,25,"AWAY",1451865217.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.200",TRUE,58.77,18.12,2.09,0.02,NA,26,"AWAY",1451865217.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.300",TRUE,58.79,18.12,2.32,0.02,NA,27,"AWAY",1451865217.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.400",TRUE,58.81,18.11,2.55,0.02,NA,28,"AWAY",1451865217.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.500",TRUE,58.83,18.1,2.72,0.02,NA,29,"AWAY",1451865217.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.600",TRUE,58.94,18.04,2.83,0.12,"snap",30,"AWAY",1451865217.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.700",TRUE,59.13,17.92,2.93,0.23,NA,31,"AWAY",1451865217.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.800",TRUE,59.33,17.82,2.95,0.22,NA,32,"AWAY",1451865217.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:37.900",TRUE,59.55,17.78,2.92,0.23,NA,33,"AWAY",1451865217.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.000",TRUE,59.82,17.78,2.89,0.27,NA,34,"AWAY",1451865218,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.100",TRUE,60.14,17.74,2.85,0.32,NA,35,"AWAY",1451865218.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.200",TRUE,60.51,17.67,2.79,0.38,NA,36,"AWAY",1451865218.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.300",TRUE,60.95,17.63,2.69,0.43,NA,37,"AWAY",1451865218.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.400",TRUE,61.36,17.61,2.62,0.41,NA,38,"AWAY",1451865218.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.500",TRUE,61.76,17.62,2.53,0.4,NA,39,"AWAY",1451865218.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.600",TRUE,62.16,17.63,2.36,0.4,NA,40,"AWAY",1451865218.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.700",TRUE,62.48,17.63,2.16,0.32,NA,41,"AWAY",1451865218.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.800",TRUE,62.74,17.65,1.93,0.26,NA,42,"AWAY",1451865218.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:38.900",TRUE,62.98,17.68,1.68,0.25,NA,43,"AWAY",1451865218.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.000",TRUE,63.22,17.71,1.4,0.24,NA,44,"AWAY",1451865219,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.100",TRUE,63.41,17.78,1.13,0.2,NA,45,"AWAY",1451865219.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.200",TRUE,63.52,17.85,0.93,0.13,NA,46,"AWAY",1451865219.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.300",TRUE,63.54,17.92,0.93,0.07,"passForward",47,"AWAY",1451865219.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.400",TRUE,63.49,17.99,1.13,0.08,NA,48,"AWAY",1451865219.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.500",TRUE,63.37,18.06,1.46,0.14,NA,49,"AWAY",1451865219.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.600",TRUE,63.19,18.16,1.84,0.21,NA,50,"AWAY",1451865219.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.700",TRUE,62.99,18.29,2.22,0.24,NA,51,"AWAY",1451865219.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.800",TRUE,62.77,18.44,2.63,0.27,NA,52,"AWAY",1451865219.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:39.900",TRUE,62.5,18.58,3.05,0.31,NA,53,"AWAY",1451865219.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.000",TRUE,62.21,18.74,3.46,0.33,NA,54,"AWAY",1451865220,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.100",TRUE,61.89,18.95,3.83,0.38,NA,55,"AWAY",1451865220.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.200",TRUE,61.54,19.23,4.17,0.44,NA,56,"AWAY",1451865220.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.300",TRUE,61.19,19.55,4.48,0.47,NA,57,"AWAY",1451865220.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.400",TRUE,60.84,19.89,4.75,0.5,NA,58,"AWAY",1451865220.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.500",TRUE,60.46,20.25,4.98,0.52,NA,59,"AWAY",1451865220.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.600",TRUE,60.06,20.62,5.2,0.55,NA,60,"AWAY",1451865220.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.700",TRUE,59.64,21.03,5.43,0.58,NA,61,"AWAY",1451865220.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.800",TRUE,59.22,21.48,5.66,0.62,NA,62,"AWAY",1451865220.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:40.900",TRUE,58.81,21.97,5.89,0.63,NA,63,"AWAY",1451865220.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.000",TRUE,58.41,22.48,6.08,0.65,NA,64,"AWAY",1451865221,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.100",TRUE,58.04,23.03,6.22,0.67,NA,65,"AWAY",1451865221.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.200",TRUE,57.71,23.6,6.34,0.66,NA,66,"AWAY",1451865221.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.300",TRUE,57.4,24.18,6.44,0.65,NA,67,"AWAY",1451865221.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.400",TRUE,57.09,24.74,6.54,0.64,NA,68,"AWAY",1451865221.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.500",TRUE,56.8,25.32,6.62,0.65,NA,69,"AWAY",1451865221.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.600",TRUE,56.51,25.94,6.68,0.68,NA,70,"AWAY",1451865221.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.700",TRUE,56.2,26.59,6.73,0.72,NA,71,"AWAY",1451865221.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.800",TRUE,55.84,27.23,6.75,0.73,NA,72,"AWAY",1451865221.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:41.900",TRUE,55.5,27.85,6.76,0.71,NA,73,"AWAY",1451865221.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.000",TRUE,55.2,28.45,6.77,0.68,NA,74,"AWAY",1451865222,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.100",TRUE,54.89,29.05,6.79,0.68,NA,75,"AWAY",1451865222.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.200",TRUE,54.54,29.64,6.85,0.68,NA,76,"AWAY",1451865222.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.300",TRUE,54.16,30.18,6.91,0.67,NA,77,"AWAY",1451865222.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.400",TRUE,53.73,30.71,6.97,0.68,NA,78,"AWAY",1451865222.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.500",TRUE,53.27,31.22,7.02,0.69,NA,79,"AWAY",1451865222.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.600",TRUE,52.78,31.72,7.03,0.7,NA,80,"AWAY",1451865222.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.700",TRUE,52.28,32.21,7.02,0.7,NA,81,"AWAY",1451865222.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.800",TRUE,51.79,32.68,7.05,0.68,NA,82,"AWAY",1451865222.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:42.900",TRUE,51.26,33.15,7.11,0.7,NA,83,"AWAY",1451865222.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.000",TRUE,50.68,33.62,7.18,0.75,NA,84,"AWAY",1451865223,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.100",TRUE,50.07,34.09,7.25,0.77,NA,85,"AWAY",1451865223.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.200",TRUE,49.43,34.54,7.34,0.78,NA,86,"AWAY",1451865223.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.300",TRUE,48.79,34.98,7.43,0.78,NA,87,"AWAY",1451865223.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.400",TRUE,48.16,35.42,7.5,0.77,NA,88,"AWAY",1451865223.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.500",TRUE,47.56,35.83,7.57,0.73,NA,89,"AWAY",1451865223.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.600",TRUE,46.99,36.21,7.66,0.69,NA,90,"AWAY",1451865223.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.700",TRUE,46.37,36.61,7.77,0.73,NA,91,"AWAY",1451865223.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.800",TRUE,45.72,37.03,7.85,0.78,NA,92,"AWAY",1451865223.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:43.900",TRUE,45.07,37.48,7.9,0.79,NA,93,"AWAY",1451865223.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.000",TRUE,44.42,37.94,7.91,0.8,NA,94,"AWAY",1451865224,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.100",TRUE,43.76,38.42,7.91,0.82,NA,95,"AWAY",1451865224.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.200",TRUE,43.09,38.92,7.87,0.83,NA,96,"AWAY",1451865224.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.300",TRUE,42.43,39.42,7.83,0.83,NA,97,"AWAY",1451865224.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.400",TRUE,41.77,39.93,7.8,0.83,NA,98,"AWAY",1451865224.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.500",TRUE,41.12,40.46,7.82,0.84,NA,99,"AWAY",1451865224.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.600",TRUE,40.47,41.03,7.91,0.86,NA,100,"AWAY",1451865224.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.700",TRUE,39.84,41.59,7.89,0.84,NA,101,"AWAY",1451865224.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.800",TRUE,39.23,42.15,7.73,0.83,NA,102,"AWAY",1451865224.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:44.900",TRUE,38.64,42.69,7.53,0.8,NA,103,"AWAY",1451865224.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.000",TRUE,38.07,43.21,7.32,0.77,NA,104,"AWAY",1451865225,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.100",TRUE,37.55,43.72,7.05,0.73,NA,105,"AWAY",1451865225.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.200",TRUE,37.09,44.24,6.76,0.69,NA,106,"AWAY",1451865225.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.300",TRUE,36.61,44.75,6.45,0.7,NA,107,"AWAY",1451865225.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.400",TRUE,36.11,45.26,6.12,0.72,NA,108,"AWAY",1451865225.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.500",TRUE,35.53,45.81,5.77,0.8,"playStopped",109,"AWAY",1451865225.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.600",TRUE,34.97,46.32,5.45,0.76,NA,110,"AWAY",1451865225.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.700",TRUE,34.55,46.76,5.14,0.61,NA,111,"AWAY",1451865225.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.800",TRUE,34.2,47.22,4.86,0.58,NA,112,"AWAY",1451865225.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:45.900",TRUE,33.9,47.67,4.59,0.54,NA,113,"AWAY",1451865225.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.000",TRUE,33.65,48.06,4.32,0.47,NA,114,"AWAY",1451865226,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.100",TRUE,33.45,48.42,4.04,0.41,NA,115,"AWAY",1451865226.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.200",TRUE,33.31,48.77,3.76,0.38,NA,116,"AWAY",1451865226.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.300",TRUE,33.22,49.08,3.46,0.32,NA,117,"AWAY",1451865226.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.400",TRUE,33.15,49.35,3.04,0.28,NA,118,"AWAY",1451865226.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.500",TRUE,33.07,49.59,2.65,0.25,NA,119,"AWAY",1451865226.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.600",TRUE,32.99,49.8,2.34,0.23,NA,120,"AWAY",1451865226.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.700",TRUE,32.91,50.02,2.04,0.23,NA,121,"AWAY",1451865226.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.800",TRUE,32.87,50.23,1.76,0.22,NA,122,"AWAY",1451865226.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:46.900",TRUE,32.88,50.41,1.52,0.18,NA,123,"AWAY",1451865226.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.000",TRUE,32.92,50.55,1.31,0.14,NA,124,"AWAY",1451865227,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.100",TRUE,33,50.65,1.13,0.13,NA,125,"AWAY",1451865227.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.200",TRUE,33.11,50.72,0.99,0.13,NA,126,"AWAY",1451865227.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.300",TRUE,33.22,50.76,0.9,0.12,NA,127,"AWAY",1451865227.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.400",TRUE,33.34,50.81,0.88,0.13,NA,128,"AWAY",1451865227.4,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.500",TRUE,33.5,50.84,0.96,0.16,NA,129,"AWAY",1451865227.5,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.600",TRUE,33.67,50.85,1.08,0.17,NA,130,"AWAY",1451865227.6,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.700",TRUE,33.84,50.83,1.22,0.17,NA,131,"AWAY",1451865227.7,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.800",TRUE,33.98,50.77,1.33,0.15,NA,132,"AWAY",1451865227.8,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:47.900",TRUE,34.1,50.68,1.43,0.15,NA,133,"AWAY",1451865227.9,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:48.000",TRUE,34.22,50.57,1.51,0.16,NA,134,"AWAY",1451865228,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:48.100",TRUE,34.32,50.46,1.59,0.15,NA,135,"AWAY",1451865228.1,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:48.200",TRUE,34.42,50.32,1.67,0.16,NA,136,"AWAY",1451865228.2,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
"1037864","3","685","3502","2016-01-03T23:53:48.300",TRUE,34.54,50.16,1.73,0.2,NA,137,"AWAY",1451865228.3,"Michael Austin","DE","DL","97","6-6","269","Frankfurt Galaxy"
